request_id,department,request_type,created_date,status,closed_date,days_open,council_district,priority
SR-100641,Water Utilities,Low Water Pressure,2025-11-02,Resolved,2025-11-05,3,3,High
SR-101381,Parks & Recreation,Park Maintenance,2025-11-02,Resolved,2025-11-12,10,5,Medium
SR-101104,Planning,Zoning Inquiry,2025-11-03,Closed,2025-11-07,4,4,Medium
SR-100332,Public Works,Road Debris,2025-11-03,In Progress,,311,4,Medium
SR-102286,Planning,Permit Question,2025-11-03,Resolved,2025-11-22,19,4,Medium
SR-101825,Code Enforcement,Noise Complaint,2025-11-03,In Progress,,311,5,Low
SR-100280,Public Works,Sidewalk Damage,2025-11-04,Open,,310,4,High
SR-102076,Parks & Recreation,Trail Erosion,2025-11-04,In Progress,,310,2,Low
SR-100723,Public Works,Pothole Repair,2025-11-04,Closed,2025-11-12,8,4,Low
SR-101404,Code Enforcement,Overgrown Lot,2025-11-05,Resolved,2025-11-10,5,3,Low
SR-101496,Public Works,Pothole Repair,2025-11-05,Open,,309,1,Low
SR-100556,Planning,Land Use Complaint,2025-11-05,Closed,2025-12-19,44,2,High
SR-102130,Water Utilities,Water Main Break,2025-11-05,Resolved,2025-12-04,29,5,Medium
SR-102462,Planning,Land Use Complaint,2025-11-05,Closed,2025-11-11,6,1,Low
SR-102422,Public Works,Sidewalk Damage,2025-11-05,Closed,2025-11-07,2,5,High
SR-100153,Public Works,Sidewalk Damage,2025-11-06,Closed,2025-11-13,7,5,Low
SR-101866,Planning,Zoning Inquiry,2025-11-06,Closed,2025-11-27,21,1,Medium
SR-101787,Code Enforcement,Unsafe Structure,2025-11-07,Resolved,2025-11-09,2,5,High
SR-100922,Animal Control,Barking Complaint,2025-11-07,Open,,307,1,Medium
SR-100505,Water Utilities,Water Main Break,2025-11-07,Closed,2025-11-09,2,5,Low
SR-101262,Animal Control,Animal Bite Report,2025-11-07,Resolved,2025-11-20,13,3,Low
SR-101379,Public Works,Storm Drain Blocked,2025-11-07,Open,,307,2,Medium
SR-102111,Parks & Recreation,Trail Erosion,2025-11-07,Resolved,2025-11-22,15,5,Medium
SR-101176,Public Works,Street Light Outage,2025-11-07,Resolved,2025-11-12,5,3,Low
SR-101630,Animal Control,Animal Bite Report,2025-11-08,In Progress,,306,3,Low
SR-101190,Code Enforcement,Illegal Dumping,2025-11-08,Resolved,2025-11-19,11,1,Low
SR-100504,Animal Control,Barking Complaint,2025-11-08,In Progress,,306,5,Low
SR-100918,Water Utilities,Water Main Break,2025-11-09,In Progress,,305,1,High
SR-100708,Code Enforcement,Overgrown Lot,2025-11-09,Resolved,2025-11-11,2,4,Low
SR-102250,Code Enforcement,Abandoned Vehicle,2025-11-09,In Progress,,305,5,Low
SR-100316,Water Utilities,Low Water Pressure,2025-11-09,Open,,305,4,Low
SR-100309,Planning,Permit Question,2025-11-10,Closed,2025-11-24,14,3,Low
SR-100506,Planning,Permit Question,2025-11-10,Closed,2025-12-13,33,5,High
SR-102423,Parks & Recreation,Tree Trimming Request,2025-11-11,Resolved,2025-12-13,32,4,Medium
SR-101970,Public Works,Road Debris,2025-11-11,Resolved,2025-11-21,10,4,Medium
SR-102493,Public Works,Road Debris,2025-11-11,In Progress,,303,3,Medium
SR-100621,Water Utilities,Water Main Break,2025-11-12,Resolved,2025-11-14,2,2,Low
SR-101821,Animal Control,Barking Complaint,2025-11-12,In Progress,,302,5,High
SR-100179,Code Enforcement,Noise Complaint,2025-11-12,Closed,2025-11-13,1,5,High
SR-101049,Water Utilities,Water Main Break,2025-11-12,In Progress,,302,3,Low
SR-100644,Code Enforcement,Illegal Dumping,2025-11-12,Resolved,2025-11-12,0,4,Medium
SR-101108,Code Enforcement,Noise Complaint,2025-11-13,In Progress,,301,4,Medium
SR-100611,Animal Control,Wildlife Concern,2025-11-13,Closed,2025-11-19,6,2,Low
SR-100461,Public Works,Road Debris,2025-11-13,Closed,2025-11-19,6,4,High
SR-101798,Parks & Recreation,Trail Erosion,2025-11-13,Resolved,2025-11-17,4,2,Low
SR-102113,Animal Control,Barking Complaint,2025-11-14,Resolved,2025-11-22,8,5,Low
SR-100207,Animal Control,Wildlife Concern,2025-11-14,Resolved,2025-12-02,18,3,High
SR-102149,Code Enforcement,Unsafe Structure,2025-11-14,Resolved,2025-12-13,29,4,High
SR-102159,Animal Control,Barking Complaint,2025-11-14,Open,,300,1,Low
SR-100365,Water Utilities,Water Main Break,2025-11-14,Open,,300,1,Low
SR-101044,Code Enforcement,Abandoned Vehicle,2025-11-15,Resolved,2025-11-22,7,4,Low
SR-100697,Public Works,Storm Drain Blocked,2025-11-15,Resolved,2025-11-28,13,3,Medium
SR-102345,Water Utilities,Low Water Pressure,2025-11-15,Closed,2025-11-23,8,1,Low
SR-102048,Water Utilities,Low Water Pressure,2025-11-16,Resolved,2025-11-29,13,4,Low
SR-102239,Code Enforcement,Noise Complaint,2025-11-16,Resolved,2025-12-28,42,2,Medium
SR-100969,Code Enforcement,Abandoned Vehicle,2025-11-16,Closed,2025-11-16,0,3,Low
SR-100917,Planning,Permit Question,2025-11-16,Resolved,2025-11-16,0,2,Low
SR-101079,Code Enforcement,Abandoned Vehicle,2025-11-16,Closed,2025-12-05,19,2,Medium
SR-101449,Code Enforcement,Abandoned Vehicle,2025-11-17,Resolved,2025-11-28,11,4,High
SR-101753,Water Utilities,Meter Reading Issue,2025-11-17,In Progress,,297,1,Low
SR-101427,Parks & Recreation,Tree Trimming Request,2025-11-17,In Progress,,297,1,Medium
SR-101122,Public Works,Road Debris,2025-11-17,Closed,2025-11-17,0,1,Medium
SR-102158,Animal Control,Animal Bite Report,2025-11-17,Closed,2025-11-23,6,3,Low
SR-100448,Public Works,Street Light Outage,2025-11-18,Closed,2025-11-26,8,5,Low
SR-100951,Water Utilities,Low Water Pressure,2025-11-19,In Progress,,295,5,Low
SR-101321,Public Works,Street Light Outage,2025-11-19,In Progress,,295,1,Medium
SR-102295,Public Works,Street Light Outage,2025-11-19,Resolved,2025-12-15,26,3,High
SR-102306,Public Works,Pothole Repair,2025-11-19,Closed,2025-12-17,28,5,Medium
SR-102446,Parks & Recreation,Tree Trimming Request,2025-11-19,Closed,2025-11-20,1,2,Medium
SR-100370,Public Works,Storm Drain Blocked,2025-11-20,Resolved,2025-11-25,5,2,Low
SR-100169,Planning,Permit Question,2025-11-20,Resolved,2025-12-05,15,1,High
SR-101035,Water Utilities,Billing Inquiry,2025-11-20,Closed,2025-11-22,2,5,Low
SR-100233,Code Enforcement,Overgrown Lot,2025-11-20,Closed,2025-12-02,12,4,Medium
SR-101391,Code Enforcement,Unsafe Structure,2025-11-21,Open,,293,2,Medium
SR-100482,Public Works,Street Light Outage,2025-11-21,Resolved,2026-01-06,46,2,Medium
SR-102141,Public Works,Sidewalk Damage,2025-11-22,Closed,2025-11-23,1,4,Low
SR-100239,Planning,Land Use Complaint,2025-11-22,Closed,2025-12-08,16,3,Low
SR-100734,Planning,Land Use Complaint,2025-11-23,Closed,2025-11-24,1,4,Medium
SR-102368,Animal Control,Barking Complaint,2025-11-23,Resolved,2025-12-23,30,4,Low
SR-100693,Public Works,Road Debris,2025-11-23,Open,,291,1,High
SR-100985,Water Utilities,Low Water Pressure,2025-11-24,Resolved,2025-11-29,5,1,Medium
SR-100667,Water Utilities,Meter Reading Issue,2025-11-24,Closed,2025-12-04,10,3,High
SR-101594,Public Works,Storm Drain Blocked,2025-11-24,Open,,290,1,Low
SR-101111,Public Works,Storm Drain Blocked,2025-11-25,In Progress,,289,2,Medium
SR-100112,Public Works,Road Debris,2025-11-25,Resolved,2025-12-12,17,3,Low
SR-100158,Animal Control,Stray Animal,2025-11-26,Resolved,2025-12-10,14,4,Medium
SR-101315,Code Enforcement,Overgrown Lot,2025-11-26,Resolved,2025-12-04,8,1,Medium
SR-102125,Code Enforcement,Illegal Dumping,2025-11-26,Resolved,2025-12-02,6,3,High
SR-100091,Code Enforcement,Overgrown Lot,2025-11-26,Open,,288,5,High
SR-101738,Public Works,Pothole Repair,2025-11-27,Closed,2025-12-31,34,5,Medium
SR-101950,Code Enforcement,Abandoned Vehicle,2025-11-28,Closed,2025-12-03,5,3,Low
SR-101977,Public Works,Storm Drain Blocked,2025-11-28,Closed,2025-12-09,11,3,Low
SR-100833,Code Enforcement,Noise Complaint,2025-11-29,Resolved,2025-12-11,12,4,Low
SR-101037,Water Utilities,Water Main Break,2025-11-29,In Progress,,285,3,Medium
SR-100441,Public Works,Sidewalk Damage,2025-11-29,Resolved,2025-12-07,8,4,High
SR-101007,Code Enforcement,Noise Complaint,2025-11-29,Open,,285,4,Low
SR-102402,Public Works,Road Debris,2025-11-29,Open,,285,2,Medium
SR-101733,Planning,Sign Violation,2025-11-29,Open,,285,2,Medium
SR-100940,Planning,Sign Violation,2025-11-29,Open,,285,3,Medium
SR-102343,Water Utilities,Billing Inquiry,2025-11-29,Closed,2025-12-09,10,3,Low
SR-101684,Public Works,Pothole Repair,2025-11-29,Closed,2025-12-03,4,3,Medium
SR-100367,Parks & Recreation,Park Maintenance,2025-11-29,In Progress,,285,4,Medium
SR-100523,Public Works,Street Light Outage,2025-11-29,Resolved,2025-12-18,19,5,Medium
SR-100353,Code Enforcement,Abandoned Vehicle,2025-11-30,Open,,284,4,High
SR-100241,Animal Control,Animal Bite Report,2025-11-30,In Progress,,284,4,Medium
SR-102078,Code Enforcement,Unsafe Structure,2025-11-30,Closed,2026-01-13,44,3,High
SR-100784,Code Enforcement,Overgrown Lot,2025-11-30,In Progress,,284,1,Medium
SR-101392,Public Works,Pothole Repair,2025-11-30,Resolved,2025-12-21,21,3,Low
SR-100766,Animal Control,Barking Complaint,2025-11-30,Closed,2025-12-07,7,3,Low
SR-101020,Public Works,Sidewalk Damage,2025-11-30,Resolved,2025-12-10,10,3,Medium
SR-101742,Animal Control,Wildlife Concern,2025-11-30,Closed,2025-12-10,10,1,Medium
SR-101412,Planning,Land Use Complaint,2025-11-30,Resolved,2025-12-10,10,1,High
SR-102433,Public Works,Pothole Repair,2025-11-30,Resolved,2025-12-16,16,1,Medium
SR-101774,Parks & Recreation,Tree Trimming Request,2025-11-30,Closed,2025-12-15,15,5,Medium
SR-101746,Code Enforcement,Abandoned Vehicle,2025-12-01,Closed,2025-12-02,1,3,High
SR-100089,Parks & Recreation,Park Maintenance,2025-12-01,Closed,2025-12-07,6,4,Medium
SR-101988,Code Enforcement,Noise Complaint,2025-12-01,Closed,2025-12-01,0,3,Low
SR-102022,Public Works,Storm Drain Blocked,2025-12-01,Open,,283,4,Medium
SR-101362,Public Works,Storm Drain Blocked,2025-12-02,In Progress,,282,2,Low
SR-100307,Water Utilities,Water Main Break,2025-12-02,Closed,2025-12-05,3,2,Medium
SR-101167,Parks & Recreation,Tree Trimming Request,2025-12-02,In Progress,,282,4,Medium
SR-100991,Water Utilities,Billing Inquiry,2025-12-02,Open,,282,4,Medium
SR-101549,Code Enforcement,Noise Complaint,2025-12-02,Resolved,2025-12-14,12,5,High
SR-101228,Planning,Permit Question,2025-12-02,Resolved,2025-12-26,24,2,Low
SR-102168,Planning,Sign Violation,2025-12-02,Closed,2025-12-10,8,4,Low
SR-102245,Water Utilities,Low Water Pressure,2025-12-02,In Progress,,282,4,High
SR-100289,Public Works,Storm Drain Blocked,2025-12-03,Closed,2025-12-07,4,1,High
SR-100009,Planning,Sign Violation,2025-12-04,Resolved,2025-12-13,9,1,Low
SR-100496,Code Enforcement,Illegal Dumping,2025-12-04,Closed,2025-12-23,19,3,Low
SR-100561,Water Utilities,Billing Inquiry,2025-12-04,Closed,2025-12-09,5,2,Medium
SR-100028,Planning,Land Use Complaint,2025-12-04,Closed,2025-12-25,21,1,Low
SR-102376,Water Utilities,Billing Inquiry,2025-12-05,Resolved,2025-12-06,1,5,Medium
SR-102280,Public Works,Sidewalk Damage,2025-12-05,Resolved,2025-12-06,1,5,Medium
SR-101704,Code Enforcement,Noise Complaint,2025-12-06,Closed,2025-12-06,0,5,Medium
SR-102418,Public Works,Storm Drain Blocked,2025-12-06,Resolved,2025-12-07,1,5,Medium
SR-101282,Public Works,Pothole Repair,2025-12-06,Resolved,2025-12-16,10,2,Medium
SR-100553,Public Works,Street Light Outage,2025-12-06,Closed,2025-12-31,25,3,Low
SR-101556,Code Enforcement,Overgrown Lot,2025-12-06,Open,,278,5,Low
SR-101696,Planning,Sign Violation,2025-12-08,Open,,276,2,Low
SR-100584,Animal Control,Animal Bite Report,2025-12-08,Open,,276,3,Medium
SR-102272,Code Enforcement,Overgrown Lot,2025-12-08,Resolved,2025-12-14,6,5,Medium
SR-100388,Water Utilities,Billing Inquiry,2025-12-09,Resolved,2025-12-15,6,5,Low
SR-102266,Water Utilities,Billing Inquiry,2025-12-09,Closed,2025-12-11,2,5,High
SR-101781,Planning,Permit Question,2025-12-09,Resolved,2026-01-07,29,2,Medium
SR-101955,Animal Control,Stray Animal,2025-12-09,Open,,275,4,Low
SR-100170,Public Works,Pothole Repair,2025-12-10,Closed,2025-12-11,1,5,Medium
SR-100327,Code Enforcement,Unsafe Structure,2025-12-10,Open,,274,3,Low
SR-101201,Planning,Land Use Complaint,2025-12-10,In Progress,,274,4,Low
SR-100980,Public Works,Sidewalk Damage,2025-12-10,Open,,274,5,Low
SR-102285,Code Enforcement,Noise Complaint,2025-12-10,Closed,2025-12-20,10,1,Medium
SR-100243,Animal Control,Animal Bite Report,2025-12-11,Open,,273,4,Low
SR-102049,Planning,Zoning Inquiry,2025-12-12,Resolved,2025-12-20,8,3,Medium
SR-101664,Water Utilities,Billing Inquiry,2025-12-12,Open,,272,3,High
SR-102407,Water Utilities,Water Main Break,2025-12-12,Resolved,2025-12-28,16,1,Low
SR-100027,Parks & Recreation,Tree Trimming Request,2025-12-12,In Progress,,272,4,High
SR-102017,Public Works,Storm Drain Blocked,2025-12-12,Resolved,2026-01-02,21,5,High
SR-102042,Water Utilities,Water Main Break,2025-12-12,Resolved,2026-01-21,40,5,Medium
SR-102114,Parks & Recreation,Park Maintenance,2025-12-12,In Progress,,272,1,High
SR-100947,Animal Control,Barking Complaint,2025-12-13,Resolved,2025-12-14,1,1,Low
SR-101472,Public Works,Pothole Repair,2025-12-13,Resolved,2025-12-13,0,4,Low
SR-100078,Planning,Permit Question,2025-12-14,Resolved,2025-12-26,12,4,Medium
SR-101330,Parks & Recreation,Playground Equipment Damage,2025-12-14,Resolved,2026-01-06,23,3,Low
SR-101689,Parks & Recreation,Trail Erosion,2025-12-14,Closed,2025-12-28,14,1,Medium
SR-101555,Code Enforcement,Overgrown Lot,2025-12-14,Closed,2025-12-15,1,5,Low
SR-100526,Water Utilities,Water Main Break,2025-12-14,Open,,270,1,Medium
SR-102359,Parks & Recreation,Playground Equipment Damage,2025-12-14,In Progress,,270,5,Low
SR-100573,Planning,Land Use Complaint,2025-12-15,In Progress,,269,1,Low
SR-101747,Public Works,Street Light Outage,2025-12-15,Resolved,2026-01-09,25,2,High
SR-100288,Public Works,Road Debris,2025-12-16,Open,,268,2,Low
SR-100374,Code Enforcement,Abandoned Vehicle,2025-12-16,Open,,268,4,Low
SR-101434,Water Utilities,Low Water Pressure,2025-12-16,Closed,2025-12-16,0,3,Medium
SR-101983,Planning,Land Use Complaint,2025-12-16,Closed,2025-12-29,13,5,Low
SR-101989,Animal Control,Wildlife Concern,2025-12-16,Closed,2025-12-22,6,5,Medium
SR-100047,Parks & Recreation,Trail Erosion,2025-12-16,Resolved,2025-12-25,9,4,Low
SR-101748,Code Enforcement,Noise Complaint,2025-12-18,Open,,266,2,Low
SR-100774,Animal Control,Animal Bite Report,2025-12-18,Open,,266,1,Low
SR-100298,Code Enforcement,Noise Complaint,2025-12-19,In Progress,,265,3,Low
SR-102477,Public Works,Road Debris,2025-12-20,Open,,264,4,Medium
SR-100412,Public Works,Street Light Outage,2025-12-20,In Progress,,264,1,Low
SR-102378,Public Works,Street Light Outage,2025-12-20,Closed,2026-01-01,12,5,Medium
SR-100926,Water Utilities,Billing Inquiry,2025-12-20,Open,,264,4,Low
SR-102255,Water Utilities,Billing Inquiry,2025-12-21,Resolved,2026-01-02,12,1,Medium
SR-102083,Parks & Recreation,Tree Trimming Request,2025-12-21,Resolved,2025-12-21,0,1,Low
SR-100713,Animal Control,Barking Complaint,2025-12-21,Open,,263,1,Low
SR-101121,Public Works,Street Light Outage,2025-12-21,Open,,263,4,High
SR-101117,Animal Control,Stray Animal,2025-12-21,Open,,263,1,Low
SR-101406,Code Enforcement,Illegal Dumping,2025-12-22,Closed,2025-12-25,3,4,Medium
SR-100651,Water Utilities,Billing Inquiry,2025-12-22,Resolved,2026-01-02,11,5,Medium
SR-101439,Code Enforcement,Unsafe Structure,2025-12-22,Closed,2026-02-17,57,3,Low
SR-100210,Planning,Permit Question,2025-12-22,Closed,2026-01-07,16,5,Medium
SR-101667,Water Utilities,Meter Reading Issue,2025-12-23,Resolved,2026-01-06,14,2,Medium
SR-101529,Animal Control,Animal Bite Report,2025-12-23,Closed,2026-01-05,13,1,High
SR-100375,Code Enforcement,Noise Complaint,2025-12-23,Resolved,2025-12-24,1,1,Medium
SR-101958,Public Works,Storm Drain Blocked,2025-12-23,In Progress,,261,3,High
SR-102179,Planning,Land Use Complaint,2025-12-24,In Progress,,260,4,Low
SR-102157,Public Works,Street Light Outage,2025-12-24,In Progress,,260,2,Medium
SR-102484,Water Utilities,Meter Reading Issue,2025-12-24,Resolved,2025-12-25,1,1,Low
SR-101641,Animal Control,Stray Animal,2025-12-24,In Progress,,260,2,Medium
SR-100275,Public Works,Road Debris,2025-12-25,In Progress,,259,4,Medium
SR-101705,Public Works,Storm Drain Blocked,2025-12-25,Resolved,2025-12-27,2,2,Medium
SR-100451,Animal Control,Stray Animal,2025-12-25,Resolved,2026-01-04,10,2,High
SR-100168,Water Utilities,Water Main Break,2025-12-25,Closed,2026-01-02,8,1,Low
SR-100436,Animal Control,Wildlife Concern,2025-12-26,In Progress,,258,3,Low
SR-101790,Water Utilities,Water Main Break,2025-12-26,Open,,258,4,Low
SR-100481,Public Works,Street Light Outage,2025-12-27,Open,,257,5,High
SR-101574,Parks & Recreation,Trail Erosion,2025-12-27,Open,,257,3,Low
SR-100073,Water Utilities,Billing Inquiry,2025-12-27,Closed,2026-01-12,16,4,High
SR-102247,Animal Control,Wildlife Concern,2025-12-27,Open,,257,3,Low
SR-101046,Code Enforcement,Illegal Dumping,2025-12-29,Closed,2026-01-18,20,4,Low
SR-101359,Animal Control,Stray Animal,2025-12-29,Resolved,2026-01-10,12,2,Medium
SR-101868,Public Works,Storm Drain Blocked,2025-12-29,Open,,255,2,Low
SR-100182,Water Utilities,Water Main Break,2025-12-29,Closed,2026-01-01,3,4,Medium
SR-100100,Water Utilities,Low Water Pressure,2025-12-29,Open,,255,2,Low
SR-102221,Parks & Recreation,Playground Equipment Damage,2025-12-29,Open,,255,3,Medium
SR-100753,Animal Control,Wildlife Concern,2025-12-29,Resolved,2026-01-01,3,1,Low
SR-101170,Animal Control,Animal Bite Report,2025-12-30,Resolved,2026-01-03,4,5,Low
SR-100987,Animal Control,Animal Bite Report,2025-12-30,Resolved,2026-01-04,5,4,Low
SR-102072,Public Works,Sidewalk Damage,2025-12-30,Open,,254,4,Medium
SR-100397,Water Utilities,Billing Inquiry,2025-12-31,Closed,2026-01-07,7,4,Low
SR-100851,Code Enforcement,Abandoned Vehicle,2025-12-31,In Progress,,253,1,Medium
SR-101115,Code Enforcement,Overgrown Lot,2025-12-31,Closed,2026-01-07,7,2,High
SR-102029,Planning,Permit Question,2025-12-31,Closed,2026-01-02,2,5,Low
SR-100099,Code Enforcement,Illegal Dumping,2025-12-31,Open,,253,3,Medium
SR-101222,Code Enforcement,Overgrown Lot,2025-12-31,Resolved,2026-01-14,14,4,Medium
SR-101840,Parks & Recreation,Playground Equipment Damage,2025-12-31,Resolved,2026-01-04,4,5,High
SR-101699,Public Works,Road Debris,2026-01-01,Closed,2026-01-10,9,2,Medium
SR-100606,Animal Control,Barking Complaint,2026-01-01,Open,,252,5,Low
SR-102324,Public Works,Street Light Outage,2026-01-01,Resolved,2026-01-15,14,5,Medium
SR-102257,Public Works,Sidewalk Damage,2026-01-01,Closed,2026-01-07,6,2,High
SR-102297,Public Works,Pothole Repair,2026-01-01,Closed,2026-01-01,0,2,Low
SR-102090,Planning,Zoning Inquiry,2026-01-02,In Progress,,251,4,Medium
SR-100700,Public Works,Street Light Outage,2026-01-02,Resolved,2026-01-04,2,5,Low
SR-102104,Animal Control,Barking Complaint,2026-01-02,Closed,2026-01-26,24,4,Low
SR-100299,Public Works,Storm Drain Blocked,2026-01-02,Resolved,2026-01-27,25,2,Medium
SR-100492,Animal Control,Wildlife Concern,2026-01-02,Resolved,2026-01-05,3,1,Low
SR-100775,Public Works,Street Light Outage,2026-01-03,Closed,2026-01-13,10,5,Medium
SR-100527,Code Enforcement,Illegal Dumping,2026-01-03,Closed,2026-01-19,16,2,Medium
SR-101101,Water Utilities,Water Main Break,2026-01-03,Resolved,2026-01-03,0,1,High
SR-101500,Public Works,Pothole Repair,2026-01-03,Closed,2026-01-07,4,4,Low
SR-100533,Parks & Recreation,Trail Erosion,2026-01-04,Closed,2026-01-07,3,3,High
SR-102207,Code Enforcement,Noise Complaint,2026-01-04,Closed,2026-01-17,13,4,Medium
SR-101078,Planning,Land Use Complaint,2026-01-04,Resolved,2026-01-05,1,4,Low
SR-102463,Code Enforcement,Illegal Dumping,2026-01-04,Closed,2026-01-26,22,1,Medium
SR-100491,Public Works,Pothole Repair,2026-01-05,Resolved,2026-01-21,16,4,Medium
SR-101703,Parks & Recreation,Tree Trimming Request,2026-01-05,In Progress,,248,3,Low
SR-101444,Planning,Sign Violation,2026-01-05,Resolved,2026-01-21,16,5,Low
SR-100565,Planning,Permit Question,2026-01-06,Closed,2026-03-04,57,2,Low
SR-100952,Parks & Recreation,Playground Equipment Damage,2026-01-06,Closed,2026-01-18,12,2,Medium
SR-100977,Public Works,Pothole Repair,2026-01-06,Resolved,2026-01-16,10,2,Low
SR-100585,Water Utilities,Billing Inquiry,2026-01-06,Open,,247,3,Low
SR-100881,Water Utilities,Water Main Break,2026-01-07,Closed,2026-01-19,12,3,Medium
SR-100976,Parks & Recreation,Playground Equipment Damage,2026-01-07,In Progress,,246,5,High
SR-102105,Animal Control,Barking Complaint,2026-01-07,Resolved,2026-01-07,0,3,Medium
SR-101326,Public Works,Street Light Outage,2026-01-08,Open,,245,4,High
SR-101911,Parks & Recreation,Park Maintenance,2026-01-08,Resolved,2026-01-09,1,3,Medium
SR-101352,Parks & Recreation,Park Maintenance,2026-01-08,Closed,2026-01-13,5,1,Low
SR-102132,Water Utilities,Low Water Pressure,2026-01-08,Open,,245,2,Low
SR-101161,Planning,Permit Question,2026-01-09,Open,,244,1,Low
SR-100021,Parks & Recreation,Park Maintenance,2026-01-09,Resolved,2026-01-11,2,4,Low
SR-101838,Animal Control,Wildlife Concern,2026-01-09,Open,,244,2,High
SR-100093,Code Enforcement,Abandoned Vehicle,2026-01-09,In Progress,,244,4,Low
SR-101611,Public Works,Pothole Repair,2026-01-10,Open,,243,4,Medium
SR-102276,Planning,Permit Question,2026-01-10,Open,,243,5,Medium
SR-100877,Parks & Recreation,Trail Erosion,2026-01-10,Open,,243,4,Medium
SR-101168,Public Works,Street Light Outage,2026-01-10,Closed,2026-02-03,24,1,Medium
SR-101534,Planning,Zoning Inquiry,2026-01-10,Resolved,2026-01-28,18,5,Low
SR-100228,Animal Control,Wildlife Concern,2026-01-10,In Progress,,243,5,Low
SR-100351,Public Works,Pothole Repair,2026-01-10,Resolved,2026-01-19,9,4,Low
SR-101583,Public Works,Storm Drain Blocked,2026-01-11,Closed,2026-01-16,5,5,Medium
SR-101526,Public Works,Street Light Outage,2026-01-11,Closed,2026-01-13,2,4,Medium
SR-102265,Animal Control,Animal Bite Report,2026-01-11,Resolved,2026-01-12,1,3,Medium
SR-102027,Water Utilities,Low Water Pressure,2026-01-11,Closed,2026-01-24,13,4,Low
SR-100475,Parks & Recreation,Park Maintenance,2026-01-11,Resolved,2026-01-31,20,3,High
SR-100245,Water Utilities,Meter Reading Issue,2026-01-11,Open,,242,5,Medium
SR-101658,Animal Control,Animal Bite Report,2026-01-11,Resolved,2026-01-15,4,3,Low
SR-101413,Code Enforcement,Unsafe Structure,2026-01-11,Closed,2026-01-26,15,4,Low
SR-100060,Parks & Recreation,Playground Equipment Damage,2026-01-11,Closed,2026-01-26,15,1,Medium
SR-100373,Public Works,Pothole Repair,2026-01-12,In Progress,,241,3,Medium
SR-101240,Code Enforcement,Abandoned Vehicle,2026-01-12,Resolved,2026-01-18,6,2,Low
SR-100105,Animal Control,Stray Animal,2026-01-12,Open,,241,4,High
SR-100595,Water Utilities,Billing Inquiry,2026-01-13,Closed,2026-01-24,11,4,Low
SR-101812,Animal Control,Barking Complaint,2026-01-13,In Progress,,240,5,Low
SR-100427,Code Enforcement,Unsafe Structure,2026-01-13,Closed,2026-01-21,8,4,Low
SR-100792,Public Works,Sidewalk Damage,2026-01-13,Closed,2026-01-29,16,1,Medium
SR-101294,Planning,Zoning Inquiry,2026-01-13,Resolved,2026-01-14,1,3,Low
SR-101531,Code Enforcement,Overgrown Lot,2026-01-14,Closed,2026-03-17,62,5,Medium
SR-101842,Water Utilities,Billing Inquiry,2026-01-14,Resolved,2026-02-02,19,3,Medium
SR-100406,Code Enforcement,Illegal Dumping,2026-01-15,Open,,238,2,Medium
SR-100362,Animal Control,Barking Complaint,2026-01-15,Resolved,2026-01-22,7,5,Low
SR-102384,Animal Control,Animal Bite Report,2026-01-15,Open,,238,3,Medium
SR-101470,Parks & Recreation,Trail Erosion,2026-01-15,Resolved,2026-01-16,1,2,Medium
SR-100982,Animal Control,Wildlife Concern,2026-01-15,Closed,2026-01-15,0,3,Medium
SR-100056,Code Enforcement,Abandoned Vehicle,2026-01-15,Closed,2026-01-16,1,3,High
SR-100829,Water Utilities,Water Main Break,2026-01-15,Resolved,2026-01-20,5,5,High
SR-102196,Public Works,Street Light Outage,2026-01-15,In Progress,,238,4,Low
SR-101708,Public Works,Sidewalk Damage,2026-01-15,Resolved,2026-01-26,11,1,High
SR-101991,Parks & Recreation,Playground Equipment Damage,2026-01-16,Resolved,2026-02-10,25,2,Low
SR-101847,Public Works,Pothole Repair,2026-01-16,Closed,2026-02-08,23,4,Low
SR-100218,Code Enforcement,Unsafe Structure,2026-01-16,Resolved,2026-01-23,7,1,Medium
SR-101237,Code Enforcement,Noise Complaint,2026-01-16,Resolved,2026-01-18,2,3,High
SR-102417,Public Works,Street Light Outage,2026-01-16,Resolved,2026-01-28,12,1,High
SR-102413,Code Enforcement,Noise Complaint,2026-01-17,Resolved,2026-01-26,9,5,Medium
SR-100339,Public Works,Storm Drain Blocked,2026-01-17,Closed,2026-01-22,5,4,High
SR-101975,Planning,Sign Violation,2026-01-17,Closed,2026-01-18,1,3,High
SR-100616,Water Utilities,Billing Inquiry,2026-01-17,Closed,2026-01-18,1,2,Low
SR-100924,Water Utilities,Meter Reading Issue,2026-01-18,Resolved,2026-01-23,5,3,High
SR-102496,Code Enforcement,Illegal Dumping,2026-01-20,Open,,233,3,Medium
SR-101119,Public Works,Pothole Repair,2026-01-21,Closed,2026-01-24,3,2,Low
SR-101586,Code Enforcement,Abandoned Vehicle,2026-01-21,Closed,2026-02-22,32,4,Low
SR-100002,Water Utilities,Low Water Pressure,2026-01-21,In Progress,,232,4,Medium
SR-101721,Parks & Recreation,Park Maintenance,2026-01-21,Closed,2026-03-08,46,5,Low
SR-100921,Public Works,Street Light Outage,2026-01-21,Resolved,2026-03-09,47,1,Medium
SR-102044,Water Utilities,Water Main Break,2026-01-21,In Progress,,232,1,Low
